09:00,101,55
09:00,102,120
09:00,103,45
09:00,104,80
09:00,105,150
09:00,106,70
09:00,107,110
09:00,108,60
09:00,109,130
09:00,110,95
09:05,101,60
09:05,102,115
09:05,103,50
09:05,104,90
09:05,105,145
09:05,106,75
09:05,107,120
09:05,108,65
09:05,109,135
09:05,110,100
09:10,101,65
09:10,102,110
09:10,103,55
09:10,104,100
09:10,105,140
09:10,106,80
09:10,107,130
09:10,108,70
09:10,109,140
09:10,110,105
09:15,101,70
09:15,102,105
09:15,103,60
09:15,104,110
09:15,105,135
09:15,106,85
09:15,107,140
09:15,108,75
09:15,109,145
09:15,110,110
09:20,101,75
09:20,102,100
09:20,103,65
09:20,104,120
09:20,105,130
09:20,106,90
09:20,107,150
09:20,108,80
09:20,109,150
09:20,110,115
09:25,101,80
09:25,102,95
09:25,103,70
09:25,104,130
09:25,105,125
09:25,106,95
09:25,107,145
09:25,108,85
09:25,109,155
09:25,110,120
09:30,101,85
09:30,102,90
09:30,103,75
09:30,104,140
09:30,105,120
09:30,106,100
09:30,107,140
09:30,108,90
09:30,109,160
09:30,110,125
09:35,101,90
09:35,102,85
09:35,103,80
09:35,104,150
09:35,105,115
09:35,106,105
09:35,107,135
09:35,108,95
09:35,109,165
09:35,110,130
09:40,101,95
09:40,102,80
09:40,103,85
09:40,104,160
09:40,105,110
09:40,106,110
09:40,107,130
09:40,108,100
09:40,109,170
09:40,110,135
09:45,101,100
09:45,102,75
09:45,103,90
09:45,104,170
09:45,105,105
09:45,106,115
09:45,107,125
09:45,108,105
09:45,109,175
09:45,110,140
09:50,101,105
09:50,102,70
09:50,103,95
09:50,104,180
09:50,105,100
09:50,106,120
09:50,107,120
09:50,108,110
09:50,109,180
09:50,110,145
09:55,101,110
09:55,102,65
09:55,103,100
09:55,104,190
09:55,105,95
09:55,106,125
09:55,107,115
09:55,108,115
09:55,109,185
09:55,110,150
10:00,101,150
10:00,102,200
10:00,201,450
10:00,202,500
10:00,301,180
10:10,101,165
10:10,102,215
10:10,201,500
10:10,202,550
10:10,301,195
10:20,101,180
10:20,102,230
10:20,201,550
10:20,202,600
10:20,301,210
10:30,101,195
10:30,102,245
10:30,201,600
10:30,202,650
10:30,301,225
10:40,101,210
10:40,102,260
10:40,201,550
10:40,202,600
10:40,301,240
10:50,101,225
10:50,102,275
10:50,201,450
10:50,202,500
10:50,301,255
11:00,101,100
11:00,102,120
11:00,201,130
11:00,202,150
11:00,301,110
11:10,101,105
11:10,102,125
11:10,201,135
11:10,202,155
11:10,301,115
11:20,101,110
11:20,102,130
11:20,201,140
11:20,202,160
11:20,301,120
11:30,101,115
11:30,102,135
11:30,201,145
11:30,202,165
11:30,301,125
11:40,101,120
11:40,102,140
11:40,201,150
11:40,202,170
11:40,301,130
11:50,101,125
11:50,102,145
11:50,201,155
11:50,202,175
11:50,301,135
12:00,101,350
12:00,102,380
12:00,201,200
12:00,202,220
12:00,301,150
12:10,101,400
12:10,102,430
12:10,201,215
12:10,202,235
12:10,301,165
12:20,101,450
12:20,102,480
12:20,201,230
12:20,202,250
12:20,301,180
12:30,101,500
12:30,102,530
12:30,201,245
12:30,202,265
12:30,301,195
12:40,101,550
12:40,102,580
12:40,201,260
12:40,202,280
12:40,301,210
12:50,101,600
12:50,102,630
12:50,201,275
12:50,202,295
12:50,301,225
